timestamp_1h,olt_id,hour_of_day,is_maintenance_window,offline_ont_now,temperature_avg_c,link_loss_count,bad_rsl_count,high_temp_count,dying_gasp_count,offline_ont_ratio,fault_rate,snr_avg,rx_power_avg_dbm,trap_trend_score,label_outage_1h
2023-01-01 22:00:00,OLT-PAP80-01,22,0,5,38.79430741897812,1,1,0,1,0.006635886357349036,0.0041265474552957355,27.416979366930523,-18.55554214493225,0.016506189821182942,0
2023-01-01 22:00:00,OLT-BAN02-01,22,0,0,38.06089210269559,0,1,0,2,0.0,0.004594180704441042,26.68390743716559,-18.38817087648048,0.018376722817764167,0
2023-01-01 22:00:00,OLT-RIAE4-01,22,0,9,37.48043087147485,0,2,1,1,0.012439700291589398,0.005412719891745603,26.664281498118807,-18.161338500699255,0.016238159675236806,0
2023-01-01 22:00:00,OLT-SUL10-01,22,0,3,38.85640718268389,0,0,0,0,0.0035218945497404587,0.0,26.549377184681834,-18.55985460540963,-0.021226415094339625,0
2023-01-01 22:00:00,OLT-KEPF5-01,22,0,3,37.29864709259997,0,1,0,0,0.00450607869240088,0.0013812154696132596,25.97762170327531,-17.93756708535035,-0.008287292817679558,0
2023-01-01 22:00:00,OLT-KALF8-01,22,0,2,37.82867056749525,0,0,0,0,0.0029823297702349662,0.0,26.04406822435464,-17.90649995909246,-0.017142857142857144,0
2023-01-01 22:00:00,OLT-NTB20-02,22,0,1,38.267138391879264,0,0,0,0,0.002099746335910706,0.0,26.472818392351666,-18.201189111505347,-0.0364741641337386,0
2023-01-01 22:00:00,OLT-YOGA5-01,22,0,5,38.67162293648585,1,0,0,0,0.005762083798856793,0.001122334455667789,26.464121511371832,-18.3200310154578,0.0,0
2023-01-01 22:00:00,OLT-KALE7-01,22,0,6,38.13407941684574,2,2,1,1,0.00730731580557028,0.007802340702210663,26.859215314279094,-18.659899432493535,-0.015604681404421327,0
2023-01-01 22:00:00,OLT-SUL6F-02,22,0,0,38.16138671142578,0,2,0,2,0.0,0.008048289738430584,25.202687438930734,-18.37335588944327,0.048289738430583505,0
2023-01-01 22:00:00,OLT-SUL2B-02,22,0,0,37.46486492401139,0,0,0,0,0.0004498729509504083,0.0,26.921652017641676,-17.778561894167492,-0.007741935483870968,0
2023-01-01 22:00:00,OLT-JAK33-01,22,0,8,38.12702194147971,1,0,0,0,0.012424356961259816,0.0015600624024961,26.978636209771548,-18.60351267711456,-0.0093603744149766,0
2023-01-01 22:00:00,OLT-BAL53-01,22,0,3,39.81001922097902,1,0,0,1,0.0037086140302647883,0.0024067388688327317,24.962527433020064,-19.52751739168313,-0.007220216606498195,0
2023-01-01 22:00:00,OLT-JAM02-02,22,0,0,38.88547104978616,1,0,0,1,0.0,0.002577319587628866,27.17761983974967,-18.31496907605214,-0.02319587628865979,0
2023-01-01 22:00:00,OLT-KALAB-01,22,0,4,37.42748464361565,0,0,0,0,0.006644570975996621,0.0,26.400476553898198,-18.41961626773822,-0.010033444816053512,0
2023-01-01 22:00:00,OLT-JAW87-01,22,0,4,39.18476591002157,1,1,0,0,0.00447455596116296,0.002277904328018223,26.724555211609125,-18.180930644068486,-0.01366742596810934,0
2023-01-01 22:00:00,OLT-SUL6F-01,22,0,3,38.819938944828955,0,0,0,0,0.005857022167707834,0.0,25.80408916617221,-18.763281752983268,-0.0245398773006135,0
2023-01-01 22:00:00,OLT-PAP4A-01,22,0,3,37.833725768372325,0,0,0,1,0.005097325000677019,0.0015060240963855422,25.72671597768708,-17.956029185721437,-0.018072289156626505,0
2023-01-01 22:00:00,OLT-LAMB9-02,22,0,4,38.78239352555312,0,3,1,0,0.004963856990857357,0.005089058524173028,26.24598264209122,-18.791633630756053,0.015267175572519085,0
2023-01-01 22:00:00,OLT-JAK33-02,22,0,2,37.24360356959873,1,1,0,0,0.004595577719501901,0.003795066413662239,25.392117107075318,-19.442561350628477,-0.034155597722960146,0
2023-01-01 22:00:00,OLT-BENF6-02,22,0,0,39.37083959470775,0,0,0,0,0.0006757451258653331,0.0,25.157822936133986,-18.199467859586697,-0.011904761904761904,0
2023-01-01 22:00:00,OLT-KALE7-02,22,0,1,39.62694341180083,0,0,2,1,0.0006676404957949287,0.003416856492027335,27.340973959274024,-17.800540934096198,0.006833712984054671,0
2023-01-01 22:00:00,OLT-SUL43-02,22,0,1,38.05009062625643,1,2,1,1,0.000989254978178026,0.007936507936507936,25.69697384715225,-18.233948703751537,0.028571428571428567,0
