timestamp_1h,olt_id,hour_of_day,is_maintenance_window,offline_ont_now,temperature_avg_c,link_loss_count,bad_rsl_count,high_temp_count,dying_gasp_count,offline_ont_ratio,fault_rate,snr_avg,rx_power_avg_dbm,trap_trend_score,label_outage_1h
2023-01-03 19:00:00,OLT-SUMC0-01,19,0,1,36.58918220538647,0,2,0,0,0.0018042256109093151,0.0029585798816568047,26.34564981454133,-18.665627374144105,-0.008875739644970414,0
2023-01-03 19:00:00,OLT-ACE7E-02,19,0,0,38.4335739468697,0,0,0,0,0.0,0.0,25.555810097491122,-17.727545646684902,-0.017069701280227598,0
2023-01-03 19:00:00,OLT-SUM7E-01,19,0,5,38.63479572545332,0,1,1,1,0.005764276712824662,0.0035629453681710215,27.12549156656962,-18.22844523029285,0.014251781472684086,0
2023-01-03 19:00:00,OLT-BANF4-01,19,0,5,38.490983734542034,0,0,1,0,0.0067391389872393575,0.0014265335235378032,26.394519528921503,-19.880213534972146,-0.017118402282453638,0
2023-01-03 19:00:00,OLT-YOGA5-02,19,0,0,36.804188300409486,0,1,0,2,0.0003526627535179917,0.0053475935828877,26.483764876949152,-18.795470159841432,0.0320855614973262,0
2023-01-03 19:00:00,OLT-BAN02-02,19,0,0,37.228268396377935,0,1,0,0,0.0004625299098200722,0.0022026431718061676,26.499048528230322,-18.068842097931665,0.0,0
2023-01-03 19:00:00,OLT-SUMFF-02,19,0,1,37.00943362868605,0,0,1,0,0.0021933772356545708,0.002403846153846154,26.245262604619175,-18.912412677270623,0.014423076923076924,0
2023-01-03 19:00:00,OLT-PAP80-02,19,0,3,37.01436220795374,2,0,0,0,0.0031743207924856943,0.0023501762632197414,25.77393624214342,-19.237566493641264,-0.0070505287896592255,0
2023-01-03 19:00:00,OLT-JAM02-01,19,0,4,36.624382609646744,2,0,0,0,0.007767874630485182,0.0034904013961605585,27.061368159431474,-18.627828925242213,-0.010471204188481676,0
2023-01-03 19:00:00,OLT-KALAB-02,19,0,0,38.34633783109854,0,2,1,0,0.0,0.004846526655896607,27.125035294414193,-18.383272009486667,0.01938610662358643,0
2023-01-03 19:00:00,OLT-JAW87-01,19,0,0,38.39842772709675,0,0,0,0,0.0,0.0,27.473083834530826,-18.521794674971556,-0.03015075376884422,0
2023-01-03 19:00:00,OLT-SUL43-01,19,0,2,38.08330470210886,0,0,0,0,0.005744687947009143,0.0,27.126795869785493,-17.62255500752317,-0.013824884792626727,0
2023-01-03 19:00:00,OLT-NTB20-02,19,0,5,38.658573955997106,0,1,1,1,0.009660744480131229,0.00641025641025641,26.833474370007778,-20.12900493683206,0.012820512820512817,0
2023-01-03 19:00:00,OLT-BANF4-02,19,0,0,37.12403108137947,0,0,2,1,0.0,0.007425742574257425,26.723480637644503,-18.2074529525603,0.014851485148514849,0
2023-01-03 19:00:00,OLT-BAN02-02,19,0,5,35.56764466954498,0,3,1,0,0.006533876817860881,0.005141388174807198,23.597666414478095,-19.170192217803883,0.030848329048843187,0
2023-01-03 19:00:00,OLT-YOGA5-02,19,0,4,38.06875782264507,0,0,0,0,0.004684234503821128,0.0,25.086007555393632,-17.633841514247,-0.03605769230769231,0
2023-01-03 19:00:00,OLT-JAW87-02,19,0,1,37.89634860202486,0,0,0,0,0.002243222402732224,0.0,26.464366386356605,-18.694908345793635,-0.03669724770642202,0
2023-01-03 19:00:00,OLT-SUL10-01,19,0,4,38.841721616175775,1,1,0,1,0.006041468058009739,0.00410958904109589,24.68398378747291,-19.06727347524935,-0.016438356164383564,0
2023-01-03 19:00:00,OLT-SUL2B-01,19,0,34,38.0446462862621,1,2,0,0,0.04613789765289667,0.004021447721179625,25.30940205004565,-19.922522134532528,0.8160857908847186,0
2023-01-03 19:00:00,OLT-BENF6-02,19,0,0,37.85539394624786,0,2,0,0,0.0,0.004338394793926247,26.245411689071172,-17.915422892376625,0.026030368763557486,0
2023-01-03 19:00:00,OLT-JAW42-01,19,0,2,38.88496243108069,0,0,0,2,0.004675227846713427,0.004464285714285714,26.816384459219236,-17.648581507359058,0.026785714285714284,0
2023-01-03 19:00:00,OLT-SUL98-02,19,0,0,38.05159721946973,1,0,1,1,0.0,0.0055658627087198514,25.854322759636027,-18.675480189256735,0.011131725417439703,0
2023-01-03 19:00:00,OLT-NTB20-02,19,0,3,37.418396943090144,0,0,0,0,0.004795431828430834,0.0,25.28871144551407,-17.720119871140263,-0.027355623100303948,0
